tweet_id,retweet_count,favorite_count,nom_chien,Dog_stage,rating_numerator,timestamp,source,lien,jpg_url,img_num,num_pred,chien,conf,result
892420643555336193,8853,39467, Phineas,,13.0,2017-08-01 16:23:56+00:00,Twitter for iPhone,https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,1,Orange,0.0970486,False
892420643555336193,8853,39467, Phineas,,13.0,2017-08-01 16:23:56+00:00,Twitter for iPhone,https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,2,Bagel,0.0858511,False
892420643555336193,8853,39467, Phineas,,13.0,2017-08-01 16:23:56+00:00,Twitter for iPhone,https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,3,Banana,0.07611,False
892177421306343426,6514,33819, Tilly,,13.0,2017-08-01 00:17:27+00:00,Twitter for iPhone,https://t.co/0Xxu71qeIV,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,1,Chihuahua,0.323581,True
892177421306343426,6514,33819, Tilly,,13.0,2017-08-01 00:17:27+00:00,Twitter for iPhone,https://t.co/0Xxu71qeIV,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,2,Pekinese,0.0906465,True
892177421306343426,6514,33819, Tilly,,13.0,2017-08-01 00:17:27+00:00,Twitter for iPhone,https://t.co/0Xxu71qeIV,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,3,Papillon,0.0689569,True
891815181378084864,4328,25461, Archie,,12.0,2017-07-31 00:18:03+00:00,Twitter for iPhone,https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,1,Chihuahua,0.716012,True
891815181378084864,4328,25461, Archie,,12.0,2017-07-31 00:18:03+00:00,Twitter for iPhone,https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,2,Malamute,0.078253,True
891815181378084864,4328,25461, Archie,,12.0,2017-07-31 00:18:03+00:00,Twitter for iPhone,https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,3,Kelpie,0.0313789,True
891689557279858688,8964,42908, Darla,,13.0,2017-07-30 15:58:51+00:00,Twitter for iPhone,https://t.co/tD36da7qLQ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,1,Paper_Towel,0.1702779999999999,False
891689557279858688,8964,42908, Darla,,13.0,2017-07-30 15:58:51+00:00,Twitter for iPhone,https://t.co/tD36da7qLQ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,2,Labrador_Retriever,0.1680859999999999,True
891689557279858688,8964,42908, Darla,,13.0,2017-07-30 15:58:51+00:00,Twitter for iPhone,https://t.co/tD36da7qLQ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,3,Spatula,0.0408359,False
891327558926688256,9774,41048, Franklin,,12.0,2017-07-29 16:00:24+00:00,Twitter for iPhone,https://t.co/AtUZn91f7f,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,1,Basset,0.555712,True
891327558926688256,9774,41048, Franklin,,12.0,2017-07-29 16:00:24+00:00,Twitter for iPhone,https://t.co/AtUZn91f7f,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,2,English_Springer,0.2257699999999999,True
891327558926688256,9774,41048, Franklin,,12.0,2017-07-29 16:00:24+00:00,Twitter for iPhone,https://t.co/AtUZn91f7f,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,3,German_Short-Haired_Pointer,0.175219,True
891087950875897856,3261,20562,,,13.0,2017-07-29 00:08:17+00:00,Twitter for iPhone,https://t.co/kQ04fDDRmh,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,1,Chesapeake_Bay_Retriever,0.425595,True
891087950875897856,3261,20562,,,13.0,2017-07-29 00:08:17+00:00,Twitter for iPhone,https://t.co/kQ04fDDRmh,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,2,Irish_Terrier,0.116317,True
891087950875897856,3261,20562,,,13.0,2017-07-29 00:08:17+00:00,Twitter for iPhone,https://t.co/kQ04fDDRmh,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,3,Indian_Elephant,0.0769021999999999,False
890971913173991426,2158,12041, Jax,,13.0,2017-07-28 16:27:12+00:00,Twitter for iPhone,https://t.co/Zr4hWfAs1H,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,1,Appenzeller,0.341703,True
890971913173991426,2158,12041, Jax,,13.0,2017-07-28 16:27:12+00:00,Twitter for iPhone,https://t.co/Zr4hWfAs1H,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,2,Border_Collie,0.199287,True
890971913173991426,2158,12041, Jax,,13.0,2017-07-28 16:27:12+00:00,Twitter for iPhone,https://t.co/Zr4hWfAs1H,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,3,Ice_Lolly,0.193548,False
890729181411237888,16716,56848,,,13.0,2017-07-28 00:22:40+00:00,Twitter for iPhone,https://t.co/v0nONBcwxq,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,1,Pomeranian,0.566142,True
890729181411237888,16716,56848,,,13.0,2017-07-28 00:22:40+00:00,Twitter for iPhone,https://t.co/v0nONBcwxq,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,2,Eskimo_Dog,0.1784059999999999,True
890729181411237888,16716,56848,,,13.0,2017-07-28 00:22:40+00:00,Twitter for iPhone,https://t.co/v0nONBcwxq,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,3,Pembroke,0.0765069,True
890609185150312448,4429,28226, Zoey,,13.0,2017-07-27 16:25:51+00:00,Twitter for iPhone,https://t.co/9TwLuAGH0b,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,1,Irish_Terrier,0.4875739999999999,True
890609185150312448,4429,28226, Zoey,,13.0,2017-07-27 16:25:51+00:00,Twitter for iPhone,https://t.co/9TwLuAGH0b,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,2,Irish_Setter,0.193054,True
890609185150312448,4429,28226, Zoey,,13.0,2017-07-27 16:25:51+00:00,Twitter for iPhone,https://t.co/9TwLuAGH0b,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,3,Chesapeake_Bay_Retriever,0.118184,True
890240255349198849,7711,32467, Cassie,doggo,14.0,2017-07-26 15:59:51+00:00,Twitter for iPhone,https://t.co/t1bfwz5S2A,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,1,Pembroke,0.511319,True
890240255349198849,7711,32467, Cassie,doggo,14.0,2017-07-26 15:59:51+00:00,Twitter for iPhone,https://t.co/t1bfwz5S2A,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,2,Cardigan,0.451038,True
890240255349198849,7711,32467, Cassie,doggo,14.0,2017-07-26 15:59:51+00:00,Twitter for iPhone,https://t.co/t1bfwz5S2A,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,3,Chihuahua,0.0292482,True
890006608113172480,7624,31166, Koda,,13.0,2017-07-26 00:31:25+00:00,Twitter for iPhone,https://t.co/dVPW0B0Mme,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,1,Samoyed,0.957979,True
890006608113172480,7624,31166, Koda,,13.0,2017-07-26 00:31:25+00:00,Twitter for iPhone,https://t.co/dVPW0B0Mme,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,2,Pomeranian,0.0138835,True
890006608113172480,7624,31166, Koda,,13.0,2017-07-26 00:31:25+00:00,Twitter for iPhone,https://t.co/dVPW0B0Mme,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,3,Chow,0.00816748,True
889880896479866881,5156,28268, Bruno,,13.0,2017-07-25 16:11:53+00:00,Twitter for iPhone,https://t.co/u1XPQMl29g,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,1,French_Bulldog,0.377417,True
889880896479866881,5156,28268, Bruno,,13.0,2017-07-25 16:11:53+00:00,Twitter for iPhone,https://t.co/u1XPQMl29g,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,2,Labrador_Retriever,0.151317,True
889880896479866881,5156,28268, Bruno,,13.0,2017-07-25 16:11:53+00:00,Twitter for iPhone,https://t.co/u1XPQMl29g,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,3,Muzzle,0.0829811,False
889665388333682689,8538,38818,,puppo,13.0,2017-07-25 01:55:32+00:00,Twitter for iPhone,https://t.co/BxvuXk0UCm,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,1,Pembroke,0.966327,True
889665388333682689,8538,38818,,puppo,13.0,2017-07-25 01:55:32+00:00,Twitter for iPhone,https://t.co/BxvuXk0UCm,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,2,Cardigan,0.0273557,True
889665388333682689,8538,38818,,puppo,13.0,2017-07-25 01:55:32+00:00,Twitter for iPhone,https://t.co/BxvuXk0UCm,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,3,Basenji,0.00463323,True
889638837579907072,4735,27672, Ted,,12.0,2017-07-25 00:10:02+00:00,Twitter for iPhone,https://t.co/f8dEDcrKSR,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,1,French_Bulldog,0.99165,True
889638837579907072,4735,27672, Ted,,12.0,2017-07-25 00:10:02+00:00,Twitter for iPhone,https://t.co/f8dEDcrKSR,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,2,Boxer,0.00212864,True
889638837579907072,4735,27672, Ted,,12.0,2017-07-25 00:10:02+00:00,Twitter for iPhone,https://t.co/f8dEDcrKSR,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,3,Staffordshire_Bullterrier,0.00149818,True
889531135344209921,2321,15359, Stuart,puppo,13.0,2017-07-24 17:02:04+00:00,Twitter for iPhone,https://t.co/y70o6h3isq,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,1,Golden_Retriever,0.953442,True
889531135344209921,2321,15359, Stuart,puppo,13.0,2017-07-24 17:02:04+00:00,Twitter for iPhone,https://t.co/y70o6h3isq,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,2,Labrador_Retriever,0.0138341,True
889531135344209921,2321,15359, Stuart,puppo,13.0,2017-07-24 17:02:04+00:00,Twitter for iPhone,https://t.co/y70o6h3isq,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,3,Redbone,0.00795775,True
889278841981685760,5637,25652, Oliver,,13.0,2017-07-24 00:19:32+00:00,Twitter for iPhone,https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,1,Whippet,0.626152,True
889278841981685760,5637,25652, Oliver,,13.0,2017-07-24 00:19:32+00:00,Twitter for iPhone,https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,2,Borzoi,0.194742,True
889278841981685760,5637,25652, Oliver,,13.0,2017-07-24 00:19:32+00:00,Twitter for iPhone,https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,3,Saluki,0.0273507,True
888917238123831296,4709,29611, Jim,,12.0,2017-07-23 00:22:39+00:00,Twitter for iPhone,https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,1,Golden_Retriever,0.714719,True
888917238123831296,4709,29611, Jim,,12.0,2017-07-23 00:22:39+00:00,Twitter for iPhone,https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,2,Tibetan_Mastiff,0.1201839999999999,True
888917238123831296,4709,29611, Jim,,12.0,2017-07-23 00:22:39+00:00,Twitter for iPhone,https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,3,Labrador_Retriever,0.1055059999999999,True
888804989199671297,4559,26080, Zeke,,13.0,2017-07-22 16:56:37+00:00,Twitter for iPhone,https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,1,Golden_Retriever,0.46976,True
888804989199671297,4559,26080, Zeke,,13.0,2017-07-22 16:56:37+00:00,Twitter for iPhone,https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,2,Labrador_Retriever,0.184172,True
888804989199671297,4559,26080, Zeke,,13.0,2017-07-22 16:56:37+00:00,Twitter for iPhone,https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,3,English_Setter,0.0734817,True
888554962724278272,3732,20290, Ralphus,,13.0,2017-07-22 00:23:06+00:00,Twitter for iPhone,https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,1,Siberian_Husky,0.700377,True
888554962724278272,3732,20290, Ralphus,,13.0,2017-07-22 00:23:06+00:00,Twitter for iPhone,https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,2,Eskimo_Dog,0.166511,True
888554962724278272,3732,20290, Ralphus,,13.0,2017-07-22 00:23:06+00:00,Twitter for iPhone,https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,3,Malamute,0.111411,True
888078434458587136,3653,22201, Gerald,,12.0,2017-07-20 16:49:33+00:00,Twitter for iPhone,https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,1,French_Bulldog,0.995026,True
888078434458587136,3653,22201, Gerald,,12.0,2017-07-20 16:49:33+00:00,Twitter for iPhone,https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,2,Pug,0.000931908,True
888078434458587136,3653,22201, Gerald,,12.0,2017-07-20 16:49:33+00:00,Twitter for iPhone,https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,3,Bull_Mastiff,0.000903211,True
887705289381826560,5609,30779, Jeffrey,,13.0,2017-07-19 16:06:48+00:00,Twitter for iPhone,https://t.co/PhrUk20Q64,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,1,Basset,0.821664,True
